Date,CA,CAName,DailyPositive,CumulativePositive,DailyPositivePCROnly,CumulativePositivePCROnly,DailyPositiveLFDOnly,CumulativePositiveLFDOnly,DailyPositivePCRAndLFD,CumulativePositivePCRAndLFD,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,PositiveTests,PositiveTestsLFDOnly,PositivePillar1,PositivePillar2
2020-02-28,S12000041,Angus,1,1,,,,,,,0,0,0.0,2,,2.0,0.0
2020-02-29,S12000041,Angus,0,1,,,,,,,0,0,0.0,0,,,
2020-03-01,S12000005,Clackmannanshire,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-01,S12000020,Moray,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-01,S12000041,Angus,0,1,,,,,,,0,0,0.0,0,,,
2020-03-02,S12000005,Clackmannanshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-02,S12000020,Moray,0,1,,,,,,,0,0,0.0,0,,,
2020-03-02,S12000021,North Ayrshire,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-02,S12000041,Angus,0,1,,,,,,,0,0,0.0,3,,3.0,0.0
2020-03-03,S12000005,Clackmannanshire,1,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-03,S12000020,Moray,0,1,,,,,,,0,0,0.0,0,,,
2020-03-03,S12000021,North Ayrshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-03,S12000034,Aberdeenshire,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-03,S12000039,West Dunbartonshire,1,1,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-03,S12000041,Angus,0,1,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-04,S12000005,Clackmannanshire,0,2,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-04,S12000014,Falkirk,1,1,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-04,S12000020,Moray,1,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-04,S12000021,North Ayrshire,0,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-04,S12000033,Aberdeen City,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-04,S12000034,Aberdeenshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-04,S12000036,City of Edinburgh,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-04,S12000039,West Dunbartonshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-04,S12000041,Angus,0,1,,,,,,,0,0,0.0,0,,,
2020-03-04,S12000047,Fife,2,2,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-05,S12000005,Clackmannanshire,0,2,,,,,,,0,0,0.0,0,,,
2020-03-05,S12000014,Falkirk,0,1,,,,,,,0,0,0.0,0,,,
2020-03-05,S12000020,Moray,0,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-05,S12000021,North Ayrshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-05,S12000033,Aberdeen City,0,1,,,,,,,0,0,0.0,0,,,
2020-03-05,S12000034,Aberdeenshire,0,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-05,S12000036,City of Edinburgh,0,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-05,S12000039,West Dunbartonshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-05,S12000041,Angus,0,1,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-05,S12000047,Fife,0,2,,,,,,,0,0,0.0,0,,,
2020-03-05,S12000049,Glasgow City,1,1,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-05,S12000050,North Lanarkshire,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-06,S12000005,Clackmannanshire,0,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-06,S12000011,East Renfrewshire,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-06,S12000014,Falkirk,0,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-06,S12000019,Midlothian,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-06,S12000020,Moray,0,2,,,,,,,0,0,0.0,0,,,
2020-03-06,S12000021,North Ayrshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-06,S12000027,Shetland Islands,2,2,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-06,S12000029,South Lanarkshire,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-06,S12000033,Aberdeen City,0,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-06,S12000034,Aberdeenshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-06,S12000036,City of Edinburgh,1,2,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-06,S12000039,West Dunbartonshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-06,S12000041,Angus,0,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-06,S12000047,Fife,0,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-06,S12000049,Glasgow City,0,1,,,,,,,0,0,0.0,0,,,
2020-03-06,S12000050,North Lanarkshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-07,S12000005,Clackmannanshire,0,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-07,S12000008,East Ayrshire,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-07,S12000011,East Renfrewshire,0,1,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-07,S12000014,Falkirk,0,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-07,S12000019,Midlothian,0,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-07,S12000020,Moray,0,2,,,,,,,0,0,0.0,0,,,
2020-03-07,S12000021,North Ayrshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-07,S12000027,Shetland Islands,0,2,,,,,,,0,0,0.0,0,,,
2020-03-07,S12000029,South Lanarkshire,0,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-07,S12000033,Aberdeen City,0,1,,,,,,,0,0,0.0,0,,,
2020-03-07,S12000034,Aberdeenshire,2,3,,,,,,,0,0,0.0,3,,3.0,0.0
2020-03-07,S12000036,City of Edinburgh,2,4,,,,,,,0,0,0.0,3,,3.0,0.0
2020-03-07,S12000039,West Dunbartonshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-07,S12000041,Angus,0,1,,,,,,,0,0,0.0,0,,,
2020-03-07,S12000047,Fife,0,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-07,S12000049,Glasgow City,0,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-07,S12000050,North Lanarkshire,1,2,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-08,S12000005,Clackmannanshire,0,2,,,,,,,0,0,0.0,3,,3.0,0.0
2020-03-08,S12000008,East Ayrshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-08,S12000011,East Renfrewshire,0,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-08,S12000014,Falkirk,0,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-08,S12000019,Midlothian,0,1,,,,,,,0,0,0.0,0,,,
2020-03-08,S12000020,Moray,0,2,,,,,,,0,0,0.0,0,,,
2020-03-08,S12000021,North Ayrshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-08,S12000027,Shetland Islands,0,2,,,,,,,0,0,0.0,0,,,
2020-03-08,S12000029,South Lanarkshire,0,1,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-08,S12000033,Aberdeen City,0,1,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-08,S12000034,Aberdeenshire,1,4,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-08,S12000036,City of Edinburgh,2,6,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-08,S12000039,West Dunbartonshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-08,S12000041,Angus,0,1,,,,,,,0,0,0.0,0,,,
2020-03-08,S12000047,Fife,0,2,,,,,,,0,0,0.0,0,,,
2020-03-08,S12000049,Glasgow City,0,1,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-08,S12000050,North Lanarkshire,0,2,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-09,S12000005,Clackmannanshire,0,2,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-09,S12000008,East Ayrshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-09,S12000011,East Renfrewshire,1,2,,,,,,,0,0,0.0,3,,3.0,0.0
2020-03-09,S12000014,Falkirk,0,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-09,S12000019,Midlothian,0,1,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-09,S12000020,Moray,0,2,,,,,,,0,0,0.0,0,,,
2020-03-09,S12000021,North Ayrshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-09,S12000026,Scottish Borders,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-09,S12000027,Shetland Islands,4,6,,,,,,,0,0,0.0,6,,6.0,0.0
2020-03-09,S12000028,South Ayrshire,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-09,S12000029,South Lanarkshire,0,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-09,S12000033,Aberdeen City,0,1,,,,,,,0,0,0.0,0,,,
2020-03-09,S12000034,Aberdeenshire,0,4,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-09,S12000036,City of Edinburgh,2,8,,,,,,,0,0,0.0,5,,5.0,0.0
2020-03-09,S12000039,West Dunbartonshire,0,1,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-09,S12000040,West Lothian,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-09,S12000041,Angus,0,1,,,,,,,0,0,0.0,0,,,
2020-03-09,S12000042,Dundee City,3,3,,,,,,,0,0,0.0,6,,6.0,0.0
2020-03-09,S12000047,Fife,1,3,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-09,S12000049,Glasgow City,1,2,,,,,,,0,0,0.0,3,,3.0,0.0
2020-03-09,S12000050,North Lanarkshire,0,2,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-10,S12000005,Clackmannanshire,0,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-10,S12000008,East Ayrshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-10,S12000011,East Renfrewshire,0,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-10,S12000014,Falkirk,1,2,,,,,,,0,0,0.0,3,,3.0,0.0
2020-03-10,S12000017,Highland,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-10,S12000019,Midlothian,0,1,,,,,,,0,0,0.0,0,,,
2020-03-10,S12000020,Moray,0,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-10,S12000021,North Ayrshire,1,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-10,S12000026,Scottish Borders,0,1,,,,,,,0,0,0.0,0,,,
2020-03-10,S12000027,Shetland Islands,5,11,,,,,,,0,0,0.0,5,,5.0,0.0
2020-03-10,S12000028,South Ayrshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-10,S12000029,South Lanarkshire,0,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-10,S12000030,Stirling,4,4,,,,,,,0,0,0.0,6,,6.0,0.0
2020-03-10,S12000033,Aberdeen City,0,1,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-10,S12000034,Aberdeenshire,1,5,,,,,,,0,0,0.0,6,,6.0,0.0
2020-03-10,S12000036,City of Edinburgh,1,9,,,,,,,0,0,0.0,5,,5.0,0.0
2020-03-10,S12000038,Renfrewshire,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-10,S12000039,West Dunbartonshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-10,S12000040,West Lothian,1,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-10,S12000041,Angus,0,1,,,,,,,0,0,0.0,0,,,
2020-03-10,S12000042,Dundee City,0,3,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-10,S12000047,Fife,0,3,,,,,,,0,0,0.0,0,,,
2020-03-10,S12000049,Glasgow City,4,6,,,,,,,0,0,0.0,6,,6.0,0.0
2020-03-10,S12000050,North Lanarkshire,1,3,,,,,,,0,0,0.0,4,,4.0,0.0
2020-03-11,S12000005,Clackmannanshire,0,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-11,S12000008,East Ayrshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-11,S12000011,East Renfrewshire,1,3,,,,,,,0,0,0.0,5,,5.0,0.0
2020-03-11,S12000014,Falkirk,0,2,,,,,,,0,0,0.0,0,,,
2020-03-11,S12000017,Highland,0,1,,,,,,,0,0,0.0,0,,,
2020-03-11,S12000018,Inverclyde,2,2,,,,,,,0,0,0.0,4,,4.0,0.0
2020-03-11,S12000019,Midlothian,2,3,,,,,,,0,0,0.0,3,,3.0,0.0
2020-03-11,S12000020,Moray,0,2,,,,,,,0,0,0.0,0,,,
2020-03-11,S12000021,North Ayrshire,0,2,,,,,,,0,0,0.0,0,,,
2020-03-11,S12000026,Scottish Borders,1,2,,,,,,,0,0,0.0,4,,4.0,0.0
2020-03-11,S12000027,Shetland Islands,0,11,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-11,S12000028,South Ayrshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-11,S12000029,South Lanarkshire,1,2,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-11,S12000030,Stirling,0,4,,,,,,,0,0,0.0,0,,,
2020-03-11,S12000033,Aberdeen City,0,1,,,,,,,0,0,0.0,0,,,
2020-03-11,S12000034,Aberdeenshire,0,5,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-11,S12000035,Argyll and Bute,1,1,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-11,S12000036,City of Edinburgh,4,13,,,,,,,0,0,0.0,14,,14.0,0.0
2020-03-11,S12000038,Renfrewshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-11,S12000039,West Dunbartonshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-11,S12000040,West Lothian,0,2,,,,,,,0,0,0.0,0,,,
2020-03-11,S12000041,Angus,0,1,,,,,,,0,0,0.0,0,,,
2020-03-11,S12000042,Dundee City,0,3,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-11,S12000045,East Dunbartonshire,4,4,,,,,,,0,0,0.0,4,,4.0,0.0
2020-03-11,S12000047,Fife,1,4,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-11,S12000049,Glasgow City,4,10,,,,,,,0,0,0.0,9,,9.0,0.0
2020-03-11,S12000050,North Lanarkshire,4,7,,,,,,,0,0,0.0,5,,5.0,0.0
2020-03-12,S12000005,Clackmannanshire,0,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-12,S12000008,East Ayrshire,1,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-12,S12000011,East Renfrewshire,1,4,,,,,,,0,0,0.0,7,,7.0,0.0
2020-03-12,S12000014,Falkirk,0,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-12,S12000017,Highland,0,1,,,,,,,0,0,0.0,0,,,
2020-03-12,S12000018,Inverclyde,1,3,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-12,S12000019,Midlothian,0,3,,,,,,,0,0,0.0,0,,,
2020-03-12,S12000020,Moray,0,2,,,,,,,0,0,0.0,0,,,
2020-03-12,S12000021,North Ayrshire,0,2,,,,,,,0,0,0.0,0,,,
2020-03-12,S12000026,Scottish Borders,2,4,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-12,S12000027,Shetland Islands,0,11,,,,,,,0,0,0.0,0,,,
2020-03-12,S12000028,South Ayrshire,2,3,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-12,S12000029,South Lanarkshire,0,2,,,,,,,0,0,0.0,0,,,
2020-03-12,S12000030,Stirling,0,4,,,,,,,0,0,0.0,5,,5.0,0.0
2020-03-12,S12000033,Aberdeen City,3,4,,,,,,,0,0,0.0,5,,5.0,0.0
2020-03-12,S12000034,Aberdeenshire,3,8,,,,,,,0,0,0.0,5,,5.0,0.0
2020-03-12,S12000035,Argyll and Bute,0,1,,,,,,,0,0,0.0,0,,,
2020-03-12,S12000036,City of Edinburgh,5,18,,,,,,,0,0,0.0,10,,10.0,0.0
2020-03-12,S12000038,Renfrewshire,0,1,,,,,,,0,0,0.0,0,,,
2020-03-12,S12000039,West Dunbartonshire,1,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-12,S12000040,West Lothian,0,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-12,S12000041,Angus,2,3,,,,,,,0,0,0.0,4,,4.0,0.0
2020-03-12,S12000042,Dundee City,6,9,,,,,,,0,0,0.0,12,,12.0,0.0
2020-03-12,S12000045,East Dunbartonshire,2,6,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-12,S12000047,Fife,3,7,,,,,,,0,0,0.0,5,,5.0,0.0
2020-03-12,S12000048,Perth and Kinross,1,1,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-12,S12000049,Glasgow City,5,15,,,,,,,0,0,0.0,13,,13.0,0.0
2020-03-12,S12000050,North Lanarkshire,0,7,,,,,,,0,0,0.0,0,,,
2020-03-13,S12000005,Clackmannanshire,0,2,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-13,S12000008,East Ayrshire,0,2,,,,,,,0,0,0.0,0,,,
2020-03-13,S12000011,East Renfrewshire,2,6,,,,,,,0,0,0.0,11,,11.0,0.0
2020-03-13,S12000014,Falkirk,0,2,,,,,,,0,0,0.0,0,,,
2020-03-13,S12000017,Highland,4,5,,,,,,,0,0,0.0,4,,4.0,0.0
2020-03-13,S12000018,Inverclyde,0,3,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-13,S12000019,Midlothian,0,3,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-13,S12000020,Moray,0,2,,,,,,,0,0,0.0,0,,,
2020-03-13,S12000021,North Ayrshire,0,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-13,S12000026,Scottish Borders,1,5,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-13,S12000027,Shetland Islands,11,22,,,,,,,0,0,0.0,11,,11.0,0.0
2020-03-13,S12000028,South Ayrshire,1,4,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-13,S12000029,South Lanarkshire,3,5,,,,,,,0,0,0.0,3,,3.0,0.0
2020-03-13,S12000030,Stirling,3,7,,,,,,,0,0,0.0,5,,5.0,0.0
2020-03-13,S12000033,Aberdeen City,3,7,,,,,,,0,0,0.0,4,,4.0,0.0
2020-03-13,S12000034,Aberdeenshire,0,8,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-13,S12000035,Argyll and Bute,0,1,,,,,,,0,0,0.0,0,,,
2020-03-13,S12000036,City of Edinburgh,3,21,,,,,,,0,0,0.0,6,,6.0,0.0
2020-03-13,S12000038,Renfrewshire,1,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-13,S12000039,West Dunbartonshire,0,2,,,,,,,0,0,0.0,0,,,
2020-03-13,S12000040,West Lothian,0,2,,,,,,,0,0,0.0,0,,,
2020-03-13,S12000041,Angus,1,4,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-13,S12000042,Dundee City,0,9,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-13,S12000045,East Dunbartonshire,2,8,,,,,,,0,0,0.0,4,,4.0,0.0
2020-03-13,S12000047,Fife,1,8,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-13,S12000048,Perth and Kinross,0,1,,,,,,,0,0,0.0,0,,,
2020-03-13,S12000049,Glasgow City,6,21,,,,,,,0,0,0.0,10,,10.0,0.0
2020-03-13,S12000050,North Lanarkshire,5,12,,,,,,,0,0,0.0,6,,6.0,0.0
2020-03-14,S12000005,Clackmannanshire,1,3,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-14,S12000008,East Ayrshire,0,2,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000011,East Renfrewshire,0,6,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000014,Falkirk,2,4,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-14,S12000017,Highland,0,5,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000018,Inverclyde,1,4,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-14,S12000019,Midlothian,0,3,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000020,Moray,0,2,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000021,North Ayrshire,0,2,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000026,Scottish Borders,0,5,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000027,Shetland Islands,2,24,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-14,S12000028,South Ayrshire,0,4,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000029,South Lanarkshire,2,7,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-14,S12000030,Stirling,1,8,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-14,S12000033,Aberdeen City,0,7,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000034,Aberdeenshire,0,8,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000035,Argyll and Bute,0,1,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000036,City of Edinburgh,3,24,,,,,,,0,0,0.0,3,,3.0,0.0
2020-03-14,S12000038,Renfrewshire,1,3,,,,,,,1,1,0.5574446736161436,1,,1.0,0.0
2020-03-14,S12000039,West Dunbartonshire,0,2,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000040,West Lothian,0,2,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000041,Angus,0,4,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000042,Dundee City,1,10,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-14,S12000045,East Dunbartonshire,1,9,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-14,S12000047,Fife,0,8,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000048,Perth and Kinross,0,1,,,,,,,0,0,0.0,0,,,
2020-03-14,S12000049,Glasgow City,2,23,,,,,,,1,1,0.1573217544522056,3,,3.0,0.0
2020-03-14,S12000050,North Lanarkshire,2,14,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-15,S12000005,Clackmannanshire,0,3,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-15,S12000006,Dumfries and Galloway,1,1,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-15,S12000008,East Ayrshire,0,2,,,,,,,0,0,0.0,0,,,
2020-03-15,S12000011,East Renfrewshire,0,6,,,,,,,0,0,0.0,3,,3.0,0.0
2020-03-15,S12000014,Falkirk,1,5,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-15,S12000017,Highland,0,5,,,,,,,0,0,0.0,0,,,
2020-03-15,S12000018,Inverclyde,0,4,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-15,S12000019,Midlothian,0,3,,,,,,,0,0,0.0,0,,,
2020-03-15,S12000020,Moray,0,2,,,,,,,0,0,0.0,0,,,
2020-03-15,S12000021,North Ayrshire,1,3,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-15,S12000026,Scottish Borders,0,5,,,,,,,0,0,0.0,0,,,
2020-03-15,S12000027,Shetland Islands,0,24,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-15,S12000028,South Ayrshire,0,4,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-15,S12000029,South Lanarkshire,0,7,,,,,,,0,0,0.0,0,,,
2020-03-15,S12000030,Stirling,1,9,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-15,S12000033,Aberdeen City,0,7,,,,,,,0,0,0.0,0,,,
2020-03-15,S12000034,Aberdeenshire,1,9,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-15,S12000035,Argyll and Bute,0,1,,,,,,,0,0,0.0,0,,,
2020-03-15,S12000036,City of Edinburgh,1,25,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-15,S12000038,Renfrewshire,0,3,,,,,,,0,1,0.5574446736161436,0,,,
2020-03-15,S12000039,West Dunbartonshire,0,2,,,,,,,0,0,0.0,0,,,
2020-03-15,S12000040,West Lothian,1,3,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-15,S12000041,Angus,0,4,,,,,,,0,0,0.0,0,,,
2020-03-15,S12000042,Dundee City,1,11,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-15,S12000045,East Dunbartonshire,0,9,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-15,S12000047,Fife,2,10,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-15,S12000048,Perth and Kinross,1,2,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-15,S12000049,Glasgow City,1,24,,,,,,,0,1,0.1573217544522056,4,,4.0,0.0
2020-03-15,S12000050,North Lanarkshire,0,14,,,,,,,0,0,0.0,0,,,
2020-03-16,S12000005,Clackmannanshire,0,3,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-16,S12000006,Dumfries and Galloway,2,3,,,,,,,0,0,0.0,4,,4.0,0.0
2020-03-16,S12000008,East Ayrshire,1,3,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-16,S12000011,East Renfrewshire,1,7,,,,,,,0,0,0.0,4,,4.0,0.0
2020-03-16,S12000014,Falkirk,1,6,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-16,S12000017,Highland,0,5,,,,,,,0,0,0.0,0,,,
2020-03-16,S12000018,Inverclyde,0,4,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-16,S12000019,Midlothian,0,3,,,,,,,0,0,0.0,0,,,
2020-03-16,S12000020,Moray,0,2,,,,,,,0,0,0.0,0,,,
2020-03-16,S12000021,North Ayrshire,1,4,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-16,S12000026,Scottish Borders,0,5,,,,,,,0,0,0.0,0,,,
2020-03-16,S12000027,Shetland Islands,0,24,,,,,,,0,0,0.0,0,,,
2020-03-16,S12000028,South Ayrshire,0,4,,,,,,,0,0,0.0,0,,,
2020-03-16,S12000029,South Lanarkshire,1,8,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-16,S12000030,Stirling,0,9,,,,,,,0,0,0.0,0,,,
2020-03-16,S12000033,Aberdeen City,0,7,,,,,,,0,0,0.0,0,,,
2020-03-16,S12000034,Aberdeenshire,0,9,,,,,,,0,0,0.0,0,,,
2020-03-16,S12000035,Argyll and Bute,0,1,,,,,,,0,0,0.0,0,,,
2020-03-16,S12000036,City of Edinburgh,1,26,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-16,S12000038,Renfrewshire,1,4,,,,,,,0,1,0.5574446736161436,1,,1.0,0.0
2020-03-16,S12000039,West Dunbartonshire,2,4,,,,,,,0,0,0.0,2,,2.0,0.0
2020-03-16,S12000040,West Lothian,0,3,,,,,,,1,1,0.544010445000544,0,,,
2020-03-16,S12000041,Angus,1,5,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-16,S12000042,Dundee City,1,12,,,,,,,0,0,0.0,1,,1.0,0.0
2020-03-16,S12000045,East Dunbartonshire,1,10,,,,,,,0,0,0.0,3,,3.0,0.0
2020-03-16,S12000047,Fife,0,10,,,,,,,0,0,0.0,0,,,
2020-03-16,S12000048,Perth and Kinross,0,2,,,,,,,0,0,0.0,0,,,
