Date,CA,CAName,DailyPositive,CumulativePositive,DailyPositivePCROnly,CumulativePositivePCROnly,DailyPositiveLFDOnly,CumulativePositiveLFDOnly,DailyPositivePCRAndLFD,CumulativePositivePCRAndLFD,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,PositiveTests,PositiveTestsLFDOnly,PositivePillar1,PositivePillar2
2020-09-10,S12000026,Scottish Borders,4,393,,,,,,,0,39,33.84241582783756,15,,2.0,13.0
2020-09-10,S12000027,Shetland Islands,0,56,,,,,,,0,5,21.862702229995627,0,,,
2020-09-10,S12000028,South Ayrshire,1,478,,,,,,,0,60,53.50454788657036,0,,,
2020-09-10,S12000029,South Lanarkshire,18,1618,,,,,,,0,190,59.22324044635621,18,,3.0,15.0
2020-09-10,S12000030,Stirling,2,277,,,,,,,0,27,28.698979591836736,2,,1.0,1.0
2020-09-10,S12000033,Aberdeen City,1,1217,,,,,,,0,80,34.92534707063652,0,,,
2020-09-10,S12000034,Aberdeenshire,1,642,,,,,,,0,61,23.39136436843316,0,,,
2020-09-10,S12000035,Argyll and Bute,3,189,,,,,,,0,35,40.96921456162941,0,,,
2020-09-10,S12000036,City of Edinburgh,12,2066,,,,,,,0,274,51.93131420340397,13,,3.0,10.0
2020-09-10,S12000038,Renfrewshire,12,874,,,,,,,0,97,54.07213334076593,14,,1.0,13.0
2020-09-10,S12000039,West Dunbartonshire,5,571,,,,,,,0,71,80.37129273262396,12,,1.0,11.0
2020-09-10,S12000040,West Lothian,7,585,,,,,,,0,69,37.53672070503754,0,,,
2020-09-10,S12000041,Angus,0,524,,,,,,,0,46,39.71680193403557,0,,,
2020-09-10,S12000042,Dundee City,0,1126,,,,,,,0,115,77.27455987098509,0,,,
2020-09-10,S12000045,East Dunbartonshire,11,627,,,,,,,0,70,64.36781609195403,12,,1.0,11.0
2020-09-10,S12000047,Fife,8,1039,,,,,,,0,126,33.67813326918451,9,,1.0,8.0
2020-09-10,S12000048,Perth and Kinross,3,545,,,,,,,0,48,31.59765650714239,0,,,
2020-09-10,S12000049,Glasgow City,72,3433,,,,,,,0,395,62.14209300862123,80,,12.0,68.0
2020-09-10,S12000050,North Lanarkshire,32,1676,,,,,,,0,170,49.832913173477166,34,,2.0,32.0
2020-09-11,S12000005,Clackmannanshire,0,213,,,,,,,0,32,62.39032949892767,0,,,
2020-09-11,S12000006,Dumfries and Galloway,0,330,,,,,,,0,40,26.97417223008969,1,,1.0,0.0
2020-09-11,S12000008,East Ayrshire,2,506,,,,,,,0,50,41.118421052631575,0,,,
2020-09-11,S12000010,East Lothian,3,325,,,,,,,0,57,52.82669138090824,4,,2.0,2.0
2020-09-11,S12000011,East Renfrewshire,9,492,,,,,,,0,56,58.29689777222569,0,,,
2020-09-11,S12000013,Na h-Eileanan Siar,0,9,,,,,,,0,0,0.0,0,,,
2020-09-11,S12000014,Falkirk,1,737,,,,,,,0,76,47.33432984554061,2,,1.0,1.0
2020-09-11,S12000017,Highland,4,296,,,,,,,0,30,12.742641124750456,0,,,
2020-09-11,S12000018,Inverclyde,0,388,,,,,,,0,66,85.64754736568908,0,,,
2020-09-11,S12000019,Midlothian,4,581,,,,,,,0,89,95.54482018250134,4,,1.0,3.0
2020-09-11,S12000020,Moray,4,120,,,,,,,0,14,14.627520635252324,0,,,
2020-09-11,S12000021,North Ayrshire,3,459,,,,,,,0,64,47.67225325884544,3,,1.0,2.0
2020-09-11,S12000023,Orkney Islands,0,18,,,,,,,0,1,4.464285714285714,0,,,
2020-09-11,S12000026,Scottish Borders,2,395,,,,,,,0,39,33.84241582783756,6,,2.0,4.0
2020-09-11,S12000027,Shetland Islands,0,56,,,,,,,0,5,21.862702229995627,0,,,
2020-09-11,S12000028,South Ayrshire,3,481,,,,,,,0,60,53.50454788657036,0,,,
2020-09-11,S12000029,South Lanarkshire,27,1645,,,,,,,0,190,59.22324044635621,27,,1.0,26.0
2020-09-11,S12000030,Stirling,4,281,,,,,,,0,27,28.698979591836736,0,,,
2020-09-11,S12000033,Aberdeen City,5,1222,,,,,,,0,80,34.92534707063652,6,,2.0,4.0
2020-09-11,S12000034,Aberdeenshire,2,644,,,,,,,0,61,23.39136436843316,0,,,
2020-09-11,S12000035,Argyll and Bute,3,192,,,,,,,0,35,40.96921456162941,0,,,
2020-09-11,S12000036,City of Edinburgh,11,2077,,,,,,,0,274,51.93131420340397,0,,,
2020-09-11,S12000038,Renfrewshire,10,884,,,,,,,0,97,54.07213334076593,0,,,
2020-09-11,S12000039,West Dunbartonshire,15,586,,,,,,,0,71,80.37129273262396,0,,,
2020-09-11,S12000040,West Lothian,2,587,,,,,,,0,69,37.53672070503754,0,,,
2020-09-11,S12000041,Angus,1,525,,,,,,,0,46,39.71680193403557,0,,,
2020-09-11,S12000042,Dundee City,4,1130,,,,,,,0,115,77.27455987098509,4,,2.0,2.0
2020-09-11,S12000045,East Dunbartonshire,8,635,,,,,,,0,70,64.36781609195403,0,,,
2020-09-11,S12000047,Fife,2,1041,,,,,,,0,126,33.67813326918451,0,,,
2020-09-11,S12000048,Perth and Kinross,1,546,,,,,,,0,48,31.59765650714239,0,,,
2020-09-11,S12000049,Glasgow City,46,3479,,,,,,,0,395,62.14209300862123,54,,8.0,46.0
2020-09-11,S12000050,North Lanarkshire,33,1709,,,,,,,0,170,49.832913173477166,35,,4.0,31.0
2020-09-12,S12000005,Clackmannanshire,0,213,,,,,,,0,32,62.39032949892767,0,,,
2020-09-12,S12000006,Dumfries and Galloway,1,331,,,,,,,0,40,26.97417223008969,1,,1.0,0.0
2020-09-12,S12000008,East Ayrshire,3,509,,,,,,,0,50,41.118421052631575,0,,,
2020-09-12,S12000010,East Lothian,9,334,,,,,,,0,57,52.82669138090824,0,,,
2020-09-12,S12000011,East Renfrewshire,9,501,,,,,,,0,56,58.29689777222569,12,,1.0,11.0
2020-09-12,S12000013,Na h-Eileanan Siar,0,9,,,,,,,0,0,0.0,0,,,
2020-09-12,S12000014,Falkirk,6,743,,,,,,,0,76,47.33432984554061,0,,,
2020-09-12,S12000017,Highland,6,302,,,,,,,0,30,12.742641124750456,0,,,
2020-09-12,S12000018,Inverclyde,3,391,,,,,,,0,66,85.64754736568908,4,,1.0,3.0
2020-09-12,S12000019,Midlothian,1,582,,,,,,,0,89,95.54482018250134,0,,,
2020-09-12,S12000020,Moray,3,123,,,,,,,0,14,14.627520635252324,0,,,
2020-09-12,S12000021,North Ayrshire,7,466,,,,,,,0,64,47.67225325884544,0,,,
2020-09-12,S12000023,Orkney Islands,0,18,,,,,,,0,1,4.464285714285714,0,,,
2020-09-12,S12000026,Scottish Borders,0,395,,,,,,,0,39,33.84241582783756,0,,,
2020-09-12,S12000027,Shetland Islands,0,56,,,,,,,0,5,21.862702229995627,0,,,
2020-09-12,S12000028,South Ayrshire,3,484,,,,,,,0,60,53.50454788657036,5,,1.0,4.0
2020-09-12,S12000029,South Lanarkshire,25,1670,,,,,,,0,190,59.22324044635621,26,,4.0,22.0
2020-09-12,S12000030,Stirling,2,283,,,,,,,0,27,28.698979591836736,0,,,
2020-09-12,S12000033,Aberdeen City,6,1228,,,,,,,0,80,34.92534707063652,6,,1.0,5.0
2020-09-12,S12000034,Aberdeenshire,0,644,,,,,,,0,61,23.39136436843316,0,,,
2020-09-12,S12000035,Argyll and Bute,9,201,,,,,,,0,35,40.96921456162941,0,,,
2020-09-12,S12000036,City of Edinburgh,12,2089,,,,,,,0,274,51.93131420340397,0,,,
2020-09-12,S12000038,Renfrewshire,10,894,,,,,,,0,97,54.07213334076593,0,,,
2020-09-12,S12000039,West Dunbartonshire,9,595,,,,,,,0,71,80.37129273262396,10,,2.0,8.0
2020-09-12,S12000040,West Lothian,4,591,,,,,,,0,69,37.53672070503754,0,,,
2020-09-12,S12000041,Angus,0,525,,,,,,,0,46,39.71680193403557,0,,,
2020-09-12,S12000042,Dundee City,3,1133,,,,,,,0,115,77.27455987098509,0,,,
2020-09-12,S12000045,East Dunbartonshire,7,642,,,,,,,0,70,64.36781609195403,9,,1.0,8.0
2020-09-12,S12000047,Fife,1,1042,,,,,,,0,126,33.67813326918451,0,,,
2020-09-12,S12000048,Perth and Kinross,3,549,,,,,,,0,48,31.59765650714239,0,,,
2020-09-12,S12000049,Glasgow City,47,3526,,,,,,,0,395,62.14209300862123,55,,9.0,46.0
2020-09-12,S12000050,North Lanarkshire,18,1727,,,,,,,0,170,49.832913173477166,19,,2.0,17.0
2020-09-13,S12000005,Clackmannanshire,0,213,,,,,,,0,32,62.39032949892767,0,,,
2020-09-13,S12000006,Dumfries and Galloway,7,338,,,,,,,0,40,26.97417223008969,0,,,
2020-09-13,S12000008,East Ayrshire,1,510,,,,,,,0,50,41.118421052631575,1,,1.0,0.0
2020-09-13,S12000010,East Lothian,2,336,,,,,,,0,57,52.82669138090824,0,,,
2020-09-13,S12000011,East Renfrewshire,4,505,,,,,,,0,56,58.29689777222569,0,,,
2020-09-13,S12000013,Na h-Eileanan Siar,0,9,,,,,,,0,0,0.0,0,,,
2020-09-13,S12000014,Falkirk,3,746,,,,,,,0,76,47.33432984554061,0,,,
2020-09-13,S12000017,Highland,3,305,,,,,,,0,30,12.742641124750456,0,,,
2020-09-13,S12000018,Inverclyde,2,393,,,,,,,0,66,85.64754736568908,0,,,
2020-09-13,S12000019,Midlothian,1,583,,,,,,,0,89,95.54482018250134,2,,1.0,1.0
2020-09-13,S12000020,Moray,0,123,,,,,,,0,14,14.627520635252324,0,,,
2020-09-13,S12000021,North Ayrshire,4,470,,,,,,,0,64,47.67225325884544,0,,,
2020-09-13,S12000023,Orkney Islands,0,18,,,,,,,0,1,4.464285714285714,0,,,
2020-09-13,S12000026,Scottish Borders,1,396,,,,,,,0,39,33.84241582783756,0,,,
2020-09-13,S12000027,Shetland Islands,0,56,,,,,,,0,5,21.862702229995627,0,,,
2020-09-13,S12000028,South Ayrshire,1,485,,,,,,,0,60,53.50454788657036,0,,,
2020-09-13,S12000029,South Lanarkshire,14,1684,,,,,,,0,190,59.22324044635621,14,,2.0,12.0
2020-09-13,S12000030,Stirling,4,287,,,,,,,0,27,28.698979591836736,6,,1.0,5.0
2020-09-13,S12000033,Aberdeen City,6,1234,,,,,,,0,80,34.92534707063652,7,,1.0,6.0
2020-09-13,S12000034,Aberdeenshire,1,645,,,,,,,0,61,23.39136436843316,0,,,
2020-09-13,S12000035,Argyll and Bute,2,203,,,,,,,0,35,40.96921456162941,0,,,
2020-09-13,S12000036,City of Edinburgh,14,2103,,,,,,,0,274,51.93131420340397,0,,,
2020-09-13,S12000038,Renfrewshire,10,904,,,,,,,0,97,54.07213334076593,0,,,
2020-09-13,S12000039,West Dunbartonshire,9,604,,,,,,,0,71,80.37129273262396,0,,,
2020-09-13,S12000040,West Lothian,5,596,,,,,,,0,69,37.53672070503754,0,,,
2020-09-13,S12000041,Angus,1,526,,,,,,,0,46,39.71680193403557,0,,,
2020-09-13,S12000042,Dundee City,8,1141,,,,,,,0,115,77.27455987098509,0,,,
2020-09-13,S12000045,East Dunbartonshire,3,645,,,,,,,0,70,64.36781609195403,0,,,
2020-09-13,S12000047,Fife,2,1044,,,,,,,0,126,33.67813326918451,0,,,
2020-09-13,S12000048,Perth and Kinross,0,549,,,,,,,0,48,31.59765650714239,0,,,
2020-09-13,S12000049,Glasgow City,41,3567,,,,,,,0,395,62.14209300862123,47,,4.0,43.0
2020-09-13,S12000050,North Lanarkshire,17,1744,,,,,,,1,171,50.12604795685056,17,,1.0,16.0
2020-09-14,S12000005,Clackmannanshire,0,213,,,,,,,0,32,62.39032949892767,0,,,
2020-09-14,S12000006,Dumfries and Galloway,2,340,,,,,,,0,40,26.97417223008969,3,,2.0,1.0
2020-09-14,S12000008,East Ayrshire,1,511,,,,,,,0,50,41.118421052631575,1,,1.0,0.0
2020-09-14,S12000010,East Lothian,5,341,,,,,,,0,57,52.82669138090824,5,,1.0,4.0
2020-09-14,S12000011,East Renfrewshire,4,509,,,,,,,0,56,58.29689777222569,5,,2.0,3.0
2020-09-14,S12000013,Na h-Eileanan Siar,0,9,,,,,,,0,0,0.0,0,,,
2020-09-14,S12000014,Falkirk,2,748,,,,,,,0,76,47.33432984554061,0,,,
2020-09-14,S12000017,Highland,3,308,,,,,,,0,30,12.742641124750456,3,,2.0,1.0
2020-09-14,S12000018,Inverclyde,0,393,,,,,,,0,66,85.64754736568908,0,,,
2020-09-14,S12000019,Midlothian,3,586,,,,,,,0,89,95.54482018250134,3,,2.0,1.0
2020-09-14,S12000020,Moray,0,123,,,,,,,0,14,14.627520635252324,0,,,
2020-09-14,S12000021,North Ayrshire,4,474,,,,,,,0,64,47.67225325884544,4,,1.0,3.0
2020-09-14,S12000023,Orkney Islands,0,18,,,,,,,0,1,4.464285714285714,0,,,
2020-09-14,S12000026,Scottish Borders,1,397,,,,,,,0,39,33.84241582783756,8,,2.0,6.0
2020-09-14,S12000027,Shetland Islands,0,56,,,,,,,0,5,21.862702229995627,0,,,
2020-09-14,S12000028,South Ayrshire,5,490,,,,,,,0,60,53.50454788657036,5,,1.0,4.0
2020-09-14,S12000029,South Lanarkshire,10,1694,,,,,,,0,190,59.22324044635621,11,,2.0,9.0
2020-09-14,S12000030,Stirling,1,288,,,,,,,0,27,28.698979591836736,0,,,
2020-09-14,S12000033,Aberdeen City,9,1243,,,,,,,1,81,35.36191390901947,9,,2.0,7.0
2020-09-14,S12000034,Aberdeenshire,0,645,,,,,,,0,61,23.39136436843316,0,,,
2020-09-14,S12000035,Argyll and Bute,3,206,,,,,,,0,35,40.96921456162941,3,,1.0,2.0
2020-09-14,S12000036,City of Edinburgh,19,2122,,,,,,,0,274,51.93131420340397,19,,1.0,18.0
2020-09-14,S12000038,Renfrewshire,6,910,,,,,,,0,97,54.07213334076593,7,,2.0,5.0
2020-09-14,S12000039,West Dunbartonshire,12,616,,,,,,,0,71,80.37129273262396,13,,1.0,12.0
2020-09-14,S12000040,West Lothian,2,598,,,,,,,0,69,37.53672070503754,0,,,
2020-09-14,S12000041,Angus,0,526,,,,,,,0,46,39.71680193403557,0,,,
2020-09-14,S12000042,Dundee City,3,1144,,,,,,,0,115,77.27455987098509,4,,1.0,3.0
2020-09-14,S12000045,East Dunbartonshire,3,648,,,,,,,0,70,64.36781609195403,3,,1.0,2.0
2020-09-14,S12000047,Fife,3,1047,,,,,,,0,126,33.67813326918451,3,,1.0,2.0
2020-09-14,S12000048,Perth and Kinross,1,550,,,,,,,0,48,31.59765650714239,0,,,
2020-09-14,S12000049,Glasgow City,54,3621,,,,,,,0,395,62.14209300862123,58,,9.0,49.0
2020-09-14,S12000050,North Lanarkshire,21,1765,,,,,,,2,173,50.71231752359735,22,,3.0,19.0
2020-09-15,S12000005,Clackmannanshire,1,214,,,,,,,0,32,62.39032949892767,0,,,
2020-09-15,S12000006,Dumfries and Galloway,1,341,,,,,,,0,40,26.97417223008969,1,,1.0,0.0
2020-09-15,S12000008,East Ayrshire,2,513,,,,,,,0,50,41.118421052631575,3,,2.0,1.0
2020-09-15,S12000010,East Lothian,11,352,,,,,,,0,57,52.82669138090824,13,,3.0,10.0
2020-09-15,S12000011,East Renfrewshire,2,511,,,,,,,0,56,58.29689777222569,3,,1.0,2.0
2020-09-15,S12000013,Na h-Eileanan Siar,1,10,,,,,,,0,0,0.0,0,,,
2020-09-15,S12000014,Falkirk,8,756,,,,,,,0,76,47.33432984554061,0,,,
2020-09-15,S12000017,Highland,7,315,,,,,,,0,30,12.742641124750456,0,,,
2020-09-15,S12000018,Inverclyde,3,396,,,,,,,0,66,85.64754736568908,4,,2.0,2.0
2020-09-15,S12000019,Midlothian,2,588,,,,,,,0,89,95.54482018250134,2,,2.0,0.0
2020-09-15,S12000020,Moray,0,123,,,,,,,0,14,14.627520635252324,0,,,
2020-09-15,S12000021,North Ayrshire,4,478,,,,,,,0,64,47.67225325884544,4,,1.0,3.0
2020-09-15,S12000023,Orkney Islands,0,18,,,,,,,0,1,4.464285714285714,0,,,
2020-09-15,S12000026,Scottish Borders,0,397,,,,,,,0,39,33.84241582783756,0,,,
2020-09-15,S12000027,Shetland Islands,0,56,,,,,,,0,5,21.862702229995627,0,,,
2020-09-15,S12000028,South Ayrshire,3,493,,,,,,,0,60,53.50454788657036,3,,1.0,2.0
2020-09-15,S12000029,South Lanarkshire,17,1711,,,,,,,0,190,59.22324044635621,19,,2.0,17.0
2020-09-15,S12000030,Stirling,2,290,,,,,,,0,27,28.698979591836736,3,,1.0,2.0
2020-09-15,S12000033,Aberdeen City,3,1246,,,,,,,0,81,35.36191390901947,0,,,
2020-09-15,S12000034,Aberdeenshire,0,645,,,,,,,0,61,23.39136436843316,0,,,
2020-09-15,S12000035,Argyll and Bute,2,208,,,,,,,0,35,40.96921456162941,0,,,
2020-09-15,S12000036,City of Edinburgh,25,2147,,,,,,,0,274,51.93131420340397,27,,2.0,25.0
2020-09-15,S12000038,Renfrewshire,8,918,,,,,,,0,97,54.07213334076593,9,,1.0,8.0
2020-09-15,S12000039,West Dunbartonshire,17,633,,,,,,,0,71,80.37129273262396,0,,,
2020-09-15,S12000040,West Lothian,8,606,,,,,,,0,69,37.53672070503754,0,,,
2020-09-15,S12000041,Angus,0,526,,,,,,,0,46,39.71680193403557,0,,,
2020-09-15,S12000042,Dundee City,3,1147,,,,,,,0,115,77.27455987098509,4,,2.0,2.0
2020-09-15,S12000045,East Dunbartonshire,3,651,,,,,,,0,70,64.36781609195403,4,,1.0,3.0
2020-09-15,S12000047,Fife,13,1060,,,,,,,0,126,33.67813326918451,0,,,
2020-09-15,S12000048,Perth and Kinross,3,553,,,,,,,0,48,31.59765650714239,3,,1.0,2.0
2020-09-15,S12000049,Glasgow City,53,3674,,,,,,,0,395,62.14209300862123,58,,5.0,53.0
2020-09-15,S12000050,North Lanarkshire,25,1790,,,,,,,0,173,50.71231752359735,27,,5.0,22.0
2020-09-16,S12000005,Clackmannanshire,0,214,,,,,,,0,32,62.39032949892767,0,,,
2020-09-16,S12000006,Dumfries and Galloway,2,343,,,,,,,0,40,26.97417223008969,2,,2.0,0.0
2020-09-16,S12000008,East Ayrshire,2,515,,,,,,,0,50,41.118421052631575,0,,,
2020-09-16,S12000010,East Lothian,8,360,,,,,,,0,57,52.82669138090824,8,,1.0,7.0
2020-09-16,S12000011,East Renfrewshire,5,516,,,,,,,0,56,58.29689777222569,5,,2.0,3.0
2020-09-16,S12000013,Na h-Eileanan Siar,0,10,,,,,,,0,0,0.0,0,,,
2020-09-16,S12000014,Falkirk,8,764,,,,,,,0,76,47.33432984554061,8,,1.0,7.0
2020-09-16,S12000017,Highland,8,323,,,,,,,0,30,12.742641124750456,9,,4.0,5.0
2020-09-16,S12000018,Inverclyde,2,398,,,,,,,0,66,85.64754736568908,3,,1.0,2.0
2020-09-16,S12000019,Midlothian,3,591,,,,,,,0,89,95.54482018250134,0,,,
2020-09-16,S12000020,Moray,2,125,,,,,,,0,14,14.627520635252324,0,,,
2020-09-16,S12000021,North Ayrshire,3,481,,,,,,,0,64,47.67225325884544,5,,3.0,2.0
2020-09-16,S12000023,Orkney Islands,2,20,,,,,,,0,1,4.464285714285714,0,,,
2020-09-16,S12000026,Scottish Borders,9,406,,,,,,,0,39,33.84241582783756,21,,2.0,19.0
2020-09-16,S12000027,Shetland Islands,3,59,,,,,,,0,5,21.862702229995627,0,,,
2020-09-16,S12000028,South Ayrshire,4,497,,,,,,,0,60,53.50454788657036,4,,1.0,3.0
2020-09-16,S12000029,South Lanarkshire,16,1727,,,,,,,0,190,59.22324044635621,0,,,
2020-09-16,S12000030,Stirling,4,294,,,,,,,0,27,28.698979591836736,5,,2.0,3.0
2020-09-16,S12000033,Aberdeen City,9,1255,,,,,,,0,81,35.36191390901947,0,,,
2020-09-16,S12000034,Aberdeenshire,3,648,,,,,,,0,61,23.39136436843316,0,,,
2020-09-16,S12000035,Argyll and Bute,6,214,,,,,,,0,35,40.96921456162941,0,,,
2020-09-16,S12000036,City of Edinburgh,32,2179,,,,,,,0,274,51.93131420340397,34,,2.0,32.0
2020-09-16,S12000038,Renfrewshire,12,930,,,,,,,0,97,54.07213334076593,0,,,
2020-09-16,S12000039,West Dunbartonshire,12,645,,,,,,,0,71,80.37129273262396,13,,2.0,11.0
2020-09-16,S12000040,West Lothian,5,611,,,,,,,0,69,37.53672070503754,7,,1.0,6.0
2020-09-16,S12000041,Angus,2,528,,,,,,,0,46,39.71680193403557,0,,,
2020-09-16,S12000042,Dundee City,10,1157,,,,,,,0,115,77.27455987098509,10,,3.0,7.0
2020-09-16,S12000045,East Dunbartonshire,6,657,,,,,,,0,70,64.36781609195403,7,,2.0,5.0
2020-09-16,S12000047,Fife,5,1065,,,,,,,0,126,33.67813326918451,0,,,
2020-09-16,S12000048,Perth and Kinross,1,554,,,,,,,0,48,31.59765650714239,0,,,
2020-09-16,S12000049,Glasgow City,55,3729,,,,,,,0,395,62.14209300862123,63,,10.0,53.0
2020-09-16,S12000050,North Lanarkshire,29,1819,,,,,,,0,173,50.71231752359735,32,,5.0,27.0
2020-09-17,S12000005,Clackmannanshire,0,214,,,,,,,0,32,62.39032949892767,0,,,
2020-09-17,S12000006,Dumfries and Galloway,2,345,,,,,,,0,40,26.97417223008969,3,,3.0,0.0
2020-09-17,S12000008,East Ayrshire,6,521,,,,,,,0,50,41.118421052631575,6,,1.0,5.0
2020-09-17,S12000010,East Lothian,3,363,,,,,,,0,57,52.82669138090824,4,,1.0,3.0
2020-09-17,S12000011,East Renfrewshire,10,526,,,,,,,0,56,58.29689777222569,11,,1.0,10.0
2020-09-17,S12000013,Na h-Eileanan Siar,0,10,,,,,,,0,0,0.0,0,,,
2020-09-17,S12000014,Falkirk,5,769,,,,,,,0,76,47.33432984554061,6,,2.0,4.0
2020-09-17,S12000017,Highland,7,330,,,,,,,0,30,12.742641124750456,0,,,
2020-09-17,S12000018,Inverclyde,1,399,,,,,,,0,66,85.64754736568908,0,,,
2020-09-17,S12000019,Midlothian,1,592,,,,,,,0,89,95.54482018250134,0,,,
2020-09-17,S12000020,Moray,1,126,,,,,,,0,14,14.627520635252324,0,,,
2020-09-17,S12000021,North Ayrshire,2,483,,,,,,,0,64,47.67225325884544,3,,1.0,2.0
2020-09-17,S12000023,Orkney Islands,0,20,,,,,,,0,1,4.464285714285714,0,,,
2020-09-17,S12000026,Scottish Borders,2,408,,,,,,,0,39,33.84241582783756,0,,,
2020-09-17,S12000027,Shetland Islands,0,59,,,,,,,0,5,21.862702229995627,0,,,
2020-09-17,S12000028,South Ayrshire,1,498,,,,,,,0,60,53.50454788657036,1,,1.0,0.0
2020-09-17,S12000029,South Lanarkshire,20,1747,,,,,,,0,190,59.22324044635621,24,,5.0,19.0
2020-09-17,S12000030,Stirling,4,298,,,,,,,0,27,28.698979591836736,0,,,
2020-09-17,S12000033,Aberdeen City,11,1266,,,,,,,0,81,35.36191390901947,0,,,
2020-09-17,S12000034,Aberdeenshire,0,648,,,,,,,0,61,23.39136436843316,0,,,
2020-09-17,S12000035,Argyll and Bute,3,217,,,,,,,0,35,40.96921456162941,3,,1.0,2.0
2020-09-17,S12000036,City of Edinburgh,48,2227,,,,,,,0,274,51.93131420340397,0,,,
2020-09-17,S12000038,Renfrewshire,6,936,,,,,,,0,97,54.07213334076593,0,,,
2020-09-17,S12000039,West Dunbartonshire,9,654,,,,,,,0,71,80.37129273262396,15,,3.0,12.0
2020-09-17,S12000040,West Lothian,7,618,,,,,,,0,69,37.53672070503754,10,,2.0,8.0
2020-09-17,S12000041,Angus,0,528,,,,,,,0,46,39.71680193403557,1,,1.0,0.0
2020-09-17,S12000042,Dundee City,2,1159,,,,,,,0,115,77.27455987098509,2,,1.0,1.0
2020-09-17,S12000045,East Dunbartonshire,1,658,,,,,,,0,70,64.36781609195403,2,,1.0,1.0
2020-09-17,S12000047,Fife,17,1082,,,,,,,0,126,33.67813326918451,0,,,
2020-09-17,S12000048,Perth and Kinross,4,558,,,,,,,0,48,31.59765650714239,4,,1.0,3.0
2020-09-17,S12000049,Glasgow City,46,3775,,,,,,,0,395,62.14209300862123,50,,5.0,45.0
2020-09-17,S12000050,North Lanarkshire,35,1854,,,,,,,1,174,51.005452306970746,39,,5.0,34.0
2020-09-18,S12000005,Clackmannanshire,0,214,,,,,,,0,32,62.39032949892767,0,,,
2020-09-18,S12000006,Dumfries and Galloway,4,349,,,,,,,0,40,26.97417223008969,5,,2.0,3.0
2020-09-18,S12000008,East Ayrshire,2,523,,,,,,,0,50,41.118421052631575,0,,,
2020-09-18,S12000010,East Lothian,3,366,,,,,,,0,57,52.82669138090824,3,,1.0,2.0
2020-09-18,S12000011,East Renfrewshire,3,529,,,,,,,1,57,59.33791380387258,0,,,
2020-09-18,S12000013,Na h-Eileanan Siar,0,10,,,,,,,0,0,0.0,0,,,
2020-09-18,S12000014,Falkirk,4,773,,,,,,,0,76,47.33432984554061,4,,2.0,2.0
2020-09-18,S12000017,Highland,9,339,,,,,,,0,30,12.742641124750456,0,,,
2020-09-18,S12000018,Inverclyde,2,401,,,,,,,0,66,85.64754736568908,0,,,
2020-09-18,S12000019,Midlothian,1,593,,,,,,,0,89,95.54482018250134,2,,1.0,1.0
2020-09-18,S12000020,Moray,0,126,,,,,,,0,14,14.627520635252324,0,,,
2020-09-18,S12000021,North Ayrshire,3,486,,,,,,,0,64,47.67225325884544,4,,1.0,3.0
2020-09-18,S12000023,Orkney Islands,0,20,,,,,,,0,1,4.464285714285714,0,,,
2020-09-18,S12000026,Scottish Borders,4,412,,,,,,,0,39,33.84241582783756,6,,1.0,5.0
2020-09-18,S12000027,Shetland Islands,0,59,,,,,,,0,5,21.862702229995627,0,,,
2020-09-18,S12000028,South Ayrshire,1,499,,,,,,,0,60,53.50454788657036,0,,,
2020-09-18,S12000029,South Lanarkshire,17,1764,,,,,,,0,190,59.22324044635621,0,,,
2020-09-18,S12000030,Stirling,7,305,,,,,,,0,27,28.698979591836736,0,,,
2020-09-18,S12000033,Aberdeen City,14,1280,,,,,,,0,81,35.36191390901947,0,,,
2020-09-18,S12000034,Aberdeenshire,8,656,,,,,,,0,61,23.39136436843316,0,,,
2020-09-18,S12000035,Argyll and Bute,2,219,,,,,,,0,35,40.96921456162941,3,,2.0,1.0
2020-09-18,S12000036,City of Edinburgh,36,2263,,,,,,,0,274,51.93131420340397,37,,2.0,35.0
2020-09-18,S12000038,Renfrewshire,11,947,,,,,,,0,97,54.07213334076593,13,,2.0,11.0
2020-09-18,S12000039,West Dunbartonshire,4,658,,,,,,,0,71,80.37129273262396,6,,1.0,5.0
2020-09-18,S12000040,West Lothian,8,626,,,,,,,0,69,37.53672070503754,9,,1.0,8.0
2020-09-18,S12000041,Angus,4,532,,,,,,,0,46,39.71680193403557,0,,,
2020-09-18,S12000042,Dundee City,4,1163,,,,,,,0,115,77.27455987098509,4,,1.0,3.0
2020-09-18,S12000045,East Dunbartonshire,3,661,,,,,,,0,70,64.36781609195403,5,,1.0,4.0
2020-09-18,S12000047,Fife,25,1107,,,,,,,0,126,33.67813326918451,25,,1.0,24.0
2020-09-18,S12000048,Perth and Kinross,5,563,,,,,,,0,48,31.59765650714239,0,,,
2020-09-18,S12000049,Glasgow City,57,3832,,,,,,,1,396,62.29941476307344,64,,7.0,57.0
2020-09-18,S12000050,North Lanarkshire,28,1882,,,,,,,0,174,51.005452306970746,37,,4.0,33.0
2020-09-19,S12000005,Clackmannanshire,1,215,,,,,,,0,32,62.39032949892767,0,,,
2020-09-19,S12000006,Dumfries and Galloway,1,350,,,,,,,0,40,26.97417223008969,3,,3.0,0.0
2020-09-19,S12000008,East Ayrshire,4,527,,,,,,,0,50,41.118421052631575,4,,1.0,3.0
2020-09-19,S12000010,East Lothian,5,371,,,,,,,0,57,52.82669138090824,0,,,
