Date,HB,HBName,DailyPositive,CumulativePositive,DailyPositivePCROnly,CumulativePositivePCROnly,DailyPositiveLFDOnly,CumulativePositiveLFDOnly,DailyPositivePCRAndLFD,CumulativePositivePCRAndLFD,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,PositiveTests,PositiveTestsLFDOnly,HospitalAdmissions,HospitalAdmissionsQF,ICUAdmissions,ICUAdmissionsQF,PositivePillar1,PositivePillar2
2020-12-20,S92000003,Scotland,812,113769,,,,,,,29,4553,83.29674350530551,950,,70.0,,4.0,,201.0,749.0
2020-12-21,S92000003,Scotland,1304,115073,,,,,,,25,4578,83.75411635565312,1512,,108.0,,10.0,,390.0,1122.0
2020-12-22,S92000003,Scotland,1327,116400,,,,,,,28,4606,84.26637394804244,1501,,105.0,,3.0,,303.0,1198.0
2020-12-23,S92000003,Scotland,1311,117711,,,,,,,35,4641,84.9066959385291,1504,,107.0,,6.0,,265.0,1239.0
2020-12-24,S92000003,Scotland,1017,118728,,,,,,,36,4677,85.56531284302964,1140,,96.0,,1.0,,205.0,935.0
2020-12-25,S92000003,Scotland,515,119243,,,,,,,35,4712,86.20563483351629,598,,78.0,,5.0,,122.0,476.0
2020-12-26,S92000003,Scotland,1050,120293,,,,,,,34,4746,86.82766190998902,1176,,109.0,,7.0,,230.0,946.0
2020-12-27,S92000003,Scotland,1681,121974,,,,,,,34,4780,87.44968898646177,1867,,143.0,,8.0,,287.0,1580.0
2020-12-28,S92000003,Scotland,1804,123778,,,,,,,31,4811,88.01683132089279,1990,,155.0,,11.0,,406.0,1584.0
2020-12-29,S92000003,Scotland,3130,126908,,,,,,,27,4838,88.5107939992682,3356,,156.0,,12.0,,466.0,2890.0
2020-12-30,S92000003,Scotland,2963,129871,,,,,,,32,4870,89.09623124771313,3192,,193.0,,7.0,,451.0,2741.0
2020-12-31,S92000003,Scotland,2374,132245,,,,,,,44,4914,89.90120746432491,2612,,173.0,,9.0,,409.0,2203.0
2021-01-01,S92000003,Scotland,1159,133404,,,,,,,35,4949,90.54152945481157,1275,,135.0,,14.0,,228.0,1047.0
2021-01-02,S92000003,Scotland,2211,135615,,,,,,,42,4991,91.30991584339552,2400,,153.0,,9.0,,328.0,2072.0
2021-01-03,S92000003,Scotland,2218,137833,,,,,,,42,5033,92.0783022319795,2390,,137.0,,10.0,,393.0,1997.0
2021-01-04,S92000003,Scotland,2375,140208,,,,,,,37,5070,92.75521405049396,2644,,188.0,,12.0,,537.0,2107.0
2021-01-05,S92000003,Scotland,3050,143258,,,,,,,40,5110,93.48701061105014,3420,,197.0,,17.0,,718.0,2702.0
2021-01-06,S92000003,Scotland,2543,145801,,,,,,,48,5158,94.36516648371752,2900,,202.0,,13.0,,581.0,2319.0
2021-01-07,S92000003,Scotland,2196,147997,,,,,,,44,5202,95.17014270032932,2646,,205.0,,18.0,,774.0,1872.0
2021-01-08,S92000003,Scotland,1823,149820,,,,,,,42,5244,95.93852908891328,2230,,198.0,,11.0,,582.0,1648.0
2021-01-09,S92000003,Scotland,1497,151317,,,,,,,38,5282,96.63373582144165,1752,,184.0,,21.0,,422.0,1330.0
2021-01-10,S92000003,Scotland,1423,152740,,,,,,,59,5341,97.713135748262,1662,,169.0,,15.0,,444.0,1218.0
2021-01-11,S92000003,Scotland,2088,154828,,,,,,,48,5389,98.59129162092938,2382,,242.0,,9.0,,606.0,1776.0
2021-01-12,S92000003,Scotland,1977,156805,,,,,,,51,5440,99.5243322356385,2412,,211.0,,16.0,,756.0,1656.0
2021-01-13,S92000003,Scotland,1712,158517,,,,,,,51,5491,100.4573728503476,2097,,180.0,,16.0,,625.0,1472.0
2021-01-14,S92000003,Scotland,1620,160137,,,,,,,58,5549,101.51847786315405,1996,,206.0,,19.0,,530.0,1466.0
2021-01-15,S92000003,Scotland,1535,161672,,,,,,,58,5607,102.5795828759605,1820,,184.0,,13.0,,472.0,1348.0
2021-01-16,S92000003,Scotland,1176,162848,,,,,,,76,5683,103.9699963410172,1392,,170.0,,17.0,,347.0,1045.0
2021-01-17,S92000003,Scotland,1199,164047,,,,,,,43,5726,104.75667764361508,1446,,160.0,,15.0,,410.0,1036.0
2021-01-18,S92000003,Scotland,1735,165782,,,,,,,63,5789,105.90925722649104,2064,,178.0,,19.0,,557.0,1507.0
2021-01-19,S92000003,Scotland,1546,167328,,,,,,,70,5859,107.18990120746432,1831,,198.0,,15.0,,517.0,1314.0
2021-01-20,S92000003,Scotland,1572,168900,,,,,,,66,5925,108.397365532382,1876,,184.0,,17.0,,565.0,1311.0
2021-01-21,S92000003,Scotland,1240,170140,,,,,,,56,5981,109.42188071716063,1598,,194.0,,17.0,,538.0,1060.0
2021-01-22,S92000003,Scotland,1228,171368,,,,,,,68,6049,110.66593487010611,1470,,172.0,,8.0,,434.0,1036.0
2021-01-23,S92000003,Scotland,936,172304,,,,,,,53,6102,111.63556531284304,1109,,148.0,,7.0,,305.0,804.0
2021-01-24,S92000003,Scotland,857,173161,,,,,,,70,6172,112.91620929381632,984,,121.0,,9.0,,253.0,731.0
2021-01-25,S92000003,Scotland,1318,174479,,,,,,,52,6224,113.86754482253932,1599,,147.0,,14.0,,502.0,1097.0
2021-01-26,S92000003,Scotland,1177,175656,,,,,,,50,6274,114.78229052323454,1417,,162.0,,6.0,,403.0,1014.0
2021-01-27,S92000003,Scotland,1112,176768,,,,,,,61,6335,115.89828027808268,1314,,159.0,,13.0,,344.0,970.0
2021-01-28,S92000003,Scotland,1113,177881,,,,,,,46,6381,116.73984632272229,1310,,139.0,,8.0,,400.0,910.0
2021-01-29,S92000003,Scotland,961,178842,,,,,,,59,6440,117.81924624954264,1157,,152.0,,12.0,,324.0,833.0
2021-01-30,S92000003,Scotland,779,179621,,,,,,,44,6484,118.6242224661544,931,,118.0,,9.0,,221.0,710.0
2021-01-31,S92000003,Scotland,808,180429,,,,,,,48,6532,119.5023783388218,966,,108.0,,12.0,,240.0,726.0
2021-02-01,S92000003,Scotland,1095,181524,,,,,,,43,6575,120.28905964141968,1302,,124.0,,9.0,,325.0,977.0
2021-02-02,S92000003,Scotland,1049,182573,,,,,,,44,6619,121.09403585803148,1246,,113.0,,11.0,,348.0,898.0
2021-02-03,S92000003,Scotland,930,183503,,,,,,,48,6667,121.97219173069888,1107,,112.0,,5.0,,281.0,826.0
2021-02-04,S92000003,Scotland,899,184402,,,,,,,32,6699,122.5576289791438,1073,,111.0,,7.0,,273.0,800.0
2021-02-05,S92000003,Scotland,935,185337,,,,,,,44,6743,123.36260519575556,1081,,116.0,,14.0,,291.0,790.0
2021-02-06,S92000003,Scotland,706,186043,,,,,,,50,6793,124.27735089645078,814,,92.0,,7.0,,154.0,660.0
2021-02-07,S92000003,Scotland,654,186697,,,,,,,42,6835,125.04573728503476,780,,97.0,,10.0,,208.0,572.0
2021-02-08,S92000003,Scotland,991,187688,,,,,,,40,6875,125.77753384559092,1155,,83.0,,15.0,,315.0,840.0
2021-02-09,S92000003,Scotland,758,188446,,,,,,,49,6924,126.67398463227222,888,,98.0,,9.0,,300.0,588.0
2021-02-10,S92000003,Scotland,843,189289,,,,,,,37,6961,127.35089645078668,1006,,82.0,,7.0,,326.0,680.0
2021-02-11,S92000003,Scotland,842,190131,,,,,,,35,6996,127.99121844127332,1015,,96.0,,12.0,,331.0,684.0
2021-02-12,S92000003,Scotland,901,191032,,,,,,,41,7037,128.7413099158434,1027,,94.0,,12.0,,283.0,744.0
2021-02-13,S92000003,Scotland,542,191574,,,,,,,32,7069,129.32674716428832,641,,72.0,,7.0,,154.0,487.0
2021-02-14,S92000003,Scotland,681,192255,,,,,,,32,7101,129.91218441273327,775,,64.0,,9.0,,173.0,602.0
2021-02-15,S92000003,Scotland,963,193218,,,,,,,34,7135,130.534211489206,1102,,92.0,,13.0,,273.0,829.0
2021-02-16,S92000003,Scotland,912,194130,,,,,,,26,7161,131.0098792535675,1055,,99.0,,8.0,,231.0,824.0
2021-02-17,S92000003,Scotland,825,194955,,,,,,,28,7189,131.52213684595682,978,,76.0,,8.0,,216.0,762.0
2021-02-18,S92000003,Scotland,878,195833,,,,,,,35,7224,132.16245883644345,1012,,78.0,,9.0,,217.0,795.0
2021-02-19,S92000003,Scotland,890,196723,,,,,,,44,7268,132.96743505305523,1027,,91.0,,12.0,,188.0,839.0
2021-02-20,S92000003,Scotland,659,197382,,,,,,,27,7295,133.46139773143065,766,,86.0,,3.0,,136.0,630.0
2021-02-21,S92000003,Scotland,609,197991,,,,,,,20,7315,133.82729601170877,705,,70.0,,10.0,,142.0,563.0
2021-02-22,S92000003,Scotland,787,198778,,,,,,,22,7337,134.22978412001464,946,,73.0,,9.0,,204.0,742.0
2021-02-23,S92000003,Scotland,693,199471,,,,,,,16,7353,134.5225027442371,809,,69.0,,6.0,,172.0,637.0
2021-02-24,S92000003,Scotland,699,200170,,,,,,,18,7371,134.85181119648738,796,,57.0,,5.0,,142.0,654.0
2021-02-25,S92000003,Scotland,628,200798,,,,,,,20,7391,135.21770947676546,719,,50.0,,3.0,,122.0,597.0
2021-02-26,S92000003,Scotland,522,201320,,,,,,,16,7407,135.51042810098792,613,,62.0,,6.0,,112.0,501.0
2021-02-27,S92000003,Scotland,414,201734,,,,,,,19,7426,135.8580314672521,503,,50.0,,4.0,,94.0,409.0
2021-02-28,S92000003,Scotland,426,202160,,,,,,,9,7435,136.02268569337724,489,,54.0,,3.0,,68.0,421.0
2021-03-01,S92000003,Scotland,547,202707,,,,,,,20,7455,136.38858397365533,663,,67.0,,7.0,,156.0,507.0
2021-03-02,S92000003,Scotland,518,203225,,,,,,,12,7467,136.60812294182216,610,,65.0,,4.0,,114.0,496.0
2021-03-03,S92000003,Scotland,495,203720,,,,,,,11,7478,136.80936699597513,596,,42.0,,9.0,,116.0,480.0
2021-03-04,S92000003,Scotland,558,204278,,,,,,,14,7492,137.06549579216977,657,,45.0,,0.0,,106.0,551.0
2021-03-05,S92000003,Scotland,465,204743,,,,,,,8,7500,137.21185510428103,547,,42.0,,3.0,,101.0,446.0
2021-03-06,S92000003,Scotland,479,205222,,,,,,,10,7510,137.39480424442004,558,,37.0,,5.0,,76.0,482.0
2021-03-07,S92000003,Scotland,433,205655,,,,,,,10,7520,137.5777533845591,497,,24.0,,4.0,,74.0,423.0
2021-03-08,S92000003,Scotland,588,206243,,,,,,,15,7535,137.85217709476763,672,,35.0,,2.0,,123.0,549.0
2021-03-09,S92000003,Scotland,653,206896,,,,,,,10,7545,138.0351262349067,741,,45.0,,4.0,,103.0,638.0
2021-03-10,S92000003,Scotland,622,207518,,,,,,,5,7550,138.12660080497622,698,,34.0,,2.0,,97.0,601.0
2021-03-11,S92000003,Scotland,662,208180,,,,,,,8,7558,138.27296011708745,740,,36.0,,3.0,,115.0,625.0
2021-03-12,S92000003,Scotland,584,208764,,,,,,,6,7564,138.3827296011709,654,,42.0,,2.0,,80.0,574.0
2021-03-13,S92000003,Scotland,464,209228,,,,,,,4,7568,138.4559092572265,538,,29.0,,4.0,,75.0,463.0
2021-03-14,S92000003,Scotland,443,209671,,,,,,,7,7575,138.5839736553238,504,,26.0,,4.0,,64.0,440.0
2021-03-15,S92000003,Scotland,688,210359,,,,,,,1,7576,138.60226856933772,756,,40.0,,4.0,,106.0,650.0
2021-03-16,S92000003,Scotland,572,210931,,,,,,,11,7587,138.8035126234907,637,,25.0,,2.0,,88.0,549.0
2021-03-17,S92000003,Scotland,597,211528,,,,,,,8,7595,138.94987193560192,683,,36.0,,5.0,,93.0,590.0
2021-03-18,S92000003,Scotland,552,212080,,,,,,,3,7598,139.0047566776436,618,,32.0,,0.0,,76.0,542.0
2021-03-19,S92000003,Scotland,542,212622,,,,,,,6,7604,139.11452616172704,603,,24.0,,2.0,,71.0,532.0
2021-03-20,S92000003,Scotland,458,213080,,,,,,,5,7609,139.20600073179656,512,,19.0,,3.0,,44.0,468.0
2021-03-21,S92000003,Scotland,463,213543,,,,,,,4,7613,139.27918038785216,500,,29.0,,2.0,,65.0,435.0
2021-03-22,S92000003,Scotland,680,214223,,,,,,,3,7616,139.3340651298939,753,,33.0,,1.0,,85.0,668.0
2021-03-23,S92000003,Scotland,603,214826,,,,,,,3,7619,139.3889498719356,671,,29.0,,4.0,,61.0,610.0
2021-03-24,S92000003,Scotland,541,215367,,,,,,,4,7623,139.46212952799124,599,,28.0,,3.0,,65.0,534.0
2021-03-25,S92000003,Scotland,573,215940,,,,,,,7,7630,139.59019392608857,645,,29.0,,4.0,,61.0,584.0
2021-03-26,S92000003,Scotland,474,216414,,,,,,,5,7635,139.68166849615807,525,,24.0,,3.0,,58.0,467.0
2021-03-27,S92000003,Scotland,386,216800,,,,,,,5,7640,139.7731430662276,424,,20.0,,2.0,,31.0,393.0
2021-03-28,S92000003,Scotland,357,217157,,,,,,,5,7645,139.8646176362971,406,,24.0,,4.0,,37.0,369.0
2021-03-29,S92000003,Scotland,514,217671,,,,,,,5,7650,139.95609220636663,569,,24.0,,2.0,,58.0,511.0
2021-03-30,S92000003,Scotland,394,218065,,,,,,,2,7652,139.99268203439445,449,,21.0,,2.0,,56.0,393.0
2021-03-31,S92000003,Scotland,394,218459,,,,,,,1,7653,140.01097694840834,462,,21.0,,2.0,,58.0,404.0
2021-04-01,S92000003,Scotland,413,218872,,,,,,,1,7654,140.02927186242223,463,,23.0,,3.0,,52.0,411.0
2021-04-02,S92000003,Scotland,353,219225,,,,,,,2,7656,140.06586169045005,397,,26.0,,1.0,,41.0,356.0
2021-04-03,S92000003,Scotland,280,219505,,,,,,,2,7658,140.10245151847786,319,,17.0,,1.0,,36.0,283.0
2021-04-04,S92000003,Scotland,254,219759,,,,,,,1,7659,140.1207464324918,294,,15.0,,0.0,,33.0,261.0
2021-04-05,S92000003,Scotland,293,220052,,,,,,,4,7663,140.1939260885474,335,,32.0,,2.0,,39.0,296.0
2021-04-06,S92000003,Scotland,356,220408,,,,,,,2,7665,140.2305159165752,392,,22.0,,2.0,,37.0,355.0
2021-04-07,S92000003,Scotland,282,220690,,,,,,,2,7667,140.267105744603,325,,22.0,,2.0,,35.0,290.0
2021-04-08,S92000003,Scotland,282,220972,,,,,,,2,7669,140.3036955726308,337,,22.0,,0.0,,40.0,297.0
2021-04-09,S92000003,Scotland,266,221238,,,,,,,2,7671,140.34028540065862,302,,21.0,,0.0,,47.0,255.0
2021-04-10,S92000003,Scotland,227,221465,,,,,,,3,7674,140.39517014270032,265,,16.0,,1.0,,42.0,223.0
2021-04-11,S92000003,Scotland,212,221677,,,,,,,2,7676,140.43175997072814,244,,14.0,,1.0,,27.0,217.0
2021-04-12,S92000003,Scotland,260,221937,,,,,,,0,7676,140.43175997072814,307,,17.0,,1.0,,35.0,272.0
2021-04-13,S92000003,Scotland,261,222198,,,,,,,0,7676,140.43175997072814,298,,13.0,,2.0,,46.0,252.0
2021-04-14,S92000003,Scotland,212,222410,,,,,,,3,7679,140.48664471276985,244,,17.0,,2.0,,26.0,218.0
2021-04-15,S92000003,Scotland,198,222608,,,,,,,2,7681,140.52323454079766,241,,16.0,,0.0,,39.0,202.0
2021-04-16,S92000003,Scotland,222,222830,,,,,,,1,7682,140.54152945481155,249,,15.0,,1.0,,30.0,219.0
2021-04-17,S92000003,Scotland,202,223032,,,,,,,1,7683,140.55982436882545,228,,11.0,,2.0,,27.0,201.0
2021-04-18,S92000003,Scotland,175,223207,,,,,,,0,7683,140.55982436882545,207,,13.0,,0.0,,24.0,183.0
2021-04-19,S92000003,Scotland,264,223471,,,,,,,1,7684,140.57811928283937,300,,16.0,,2.0,,39.0,261.0
2021-04-20,S92000003,Scotland,242,223713,,,,,,,1,7685,140.5964141968533,261,,14.0,,0.0,,35.0,226.0
2021-04-21,S92000003,Scotland,237,223950,,,,,,,3,7688,140.651298938895,265,,13.0,,1.0,,38.0,227.0
2021-04-22,S92000003,Scotland,231,224181,,,,,,,0,7688,140.651298938895,271,,13.0,,1.0,,38.0,233.0
2021-04-23,S92000003,Scotland,188,224369,,,,,,,2,7690,140.68788876692278,214,,12.0,,1.0,,27.0,187.0
2021-04-24,S92000003,Scotland,150,224519,,,,,,,0,7690,140.68788876692278,173,,9.0,,2.0,,23.0,150.0
2021-04-25,S92000003,Scotland,109,224628,,,,,,,2,7692,140.7244785949506,127,,9.0,,0.0,,14.0,113.0
2021-04-26,S92000003,Scotland,195,224823,,,,,,,2,7694,140.7610684229784,217,,14.0,,1.0,,26.0,191.0
2021-04-27,S92000003,Scotland,195,225018,,,,,,,1,7695,140.77936333699233,226,,13.0,,2.0,,34.0,192.0
2021-04-28,S92000003,Scotland,193,225211,,,,,,,1,7696,140.79765825100625,217,,9.0,,0.0,,43.0,174.0
2021-04-29,S92000003,Scotland,174,225385,,,,,,,0,7696,140.79765825100625,199,,11.0,,0.0,,24.0,175.0
2021-04-30,S92000003,Scotland,172,225557,,,,,,,0,7696,140.79765825100625,197,,11.0,,3.0,,24.0,173.0
2021-05-01,S92000003,Scotland,126,225683,,,,,,,0,7696,140.79765825100625,145,,8.0,,1.0,,10.0,135.0
2021-05-02,S92000003,Scotland,121,225804,,,,,,,1,7697,140.81595316502012,135,,7.0,,1.0,,14.0,121.0
2021-05-03,S92000003,Scotland,162,225966,,,,,,,0,7697,140.81595316502012,174,,8.0,,2.0,,15.0,159.0
2021-05-04,S92000003,Scotland,196,226162,,,,,,,0,7697,140.81595316502012,213,,12.0,,2.0,,19.0,194.0
2021-05-05,S92000003,Scotland,222,226384,,,,,,,0,7697,140.81595316502012,245,,9.0,,0.0,,33.0,212.0
2021-05-06,S92000003,Scotland,218,226602,,,,,,,0,7697,140.81595316502012,242,,20.0,,2.0,,25.0,217.0
2021-05-07,S92000003,Scotland,203,226805,,,,,,,0,7697,140.81595316502012,226,,12.0,,1.0,,19.0,207.0
2021-05-08,S92000003,Scotland,185,226990,,,,,,,0,7697,140.81595316502012,200,,11.0,,1.0,,19.0,181.0
2021-05-09,S92000003,Scotland,210,227200,,,,,,,0,7697,140.81595316502012,226,,12.0,,0.0,,18.0,208.0
2021-05-10,S92000003,Scotland,329,227529,,,,,,,0,7697,140.81595316502012,362,,7.0,,3.0,,27.0,335.0
2021-05-11,S92000003,Scotland,283,227812,,,,,,,0,7697,140.81595316502012,316,,21.0,,1.0,,27.0,289.0
2021-05-12,S92000003,Scotland,298,228110,,,,,,,2,7699,140.85254299304793,322,,12.0,,0.0,,31.0,291.0
2021-05-13,S92000003,Scotland,314,228424,,,,,,,0,7699,140.85254299304793,332,,16.0,,0.0,,48.0,284.0
2021-05-14,S92000003,Scotland,291,228715,,,,,,,0,7699,140.85254299304793,314,,9.0,,0.0,,14.0,300.0
2021-05-15,S92000003,Scotland,228,228943,,,,,,,0,7699,140.85254299304793,247,,7.0,,0.0,,18.0,229.0
2021-05-16,S92000003,Scotland,231,229174,,,,,,,0,7699,140.85254299304793,246,,11.0,,1.0,,21.0,225.0
2021-05-17,S92000003,Scotland,361,229535,,,,,,,1,7700,140.87083790706183,401,,13.0,,1.0,,24.0,377.0
2021-05-18,S92000003,Scotland,417,229952,,,,,,,0,7700,140.87083790706183,448,,24.0,,0.0,,47.0,401.0
2021-05-19,S92000003,Scotland,409,230361,,,,,,,0,7700,140.87083790706183,447,,20.0,,1.0,,31.0,416.0
2021-05-20,S92000003,Scotland,381,230742,,,,,,,0,7700,140.87083790706183,417,,21.0,,1.0,,42.0,375.0
2021-05-21,S92000003,Scotland,360,231102,,,,,,,0,7700,140.87083790706183,400,,26.0,,3.0,,22.0,378.0
2021-05-22,S92000003,Scotland,291,231393,,,,,,,1,7701,140.88913282107575,319,,20.0,,1.0,,29.0,290.0
2021-05-23,S92000003,Scotland,324,231717,,,,,,,1,7702,140.90742773508964,360,,17.0,,0.0,,25.0,335.0
2021-05-24,S92000003,Scotland,496,232213,,,,,,,0,7702,140.90742773508964,531,,21.0,,1.0,,34.0,497.0
2021-05-25,S92000003,Scotland,504,232717,,,,,,,0,7702,140.90742773508964,564,,25.0,,1.0,,46.0,518.0
2021-05-26,S92000003,Scotland,628,233345,,,,,,,1,7703,140.92572264910353,666,,15.0,,1.0,,29.0,637.0
2021-05-27,S92000003,Scotland,552,233897,,,,,,,1,7704,140.94401756311746,588,,17.0,,1.0,,33.0,555.0
2021-05-28,S92000003,Scotland,548,234445,,,,,,,1,7705,140.96231247713135,593,,29.0,,1.0,,30.0,563.0
2021-05-29,S92000003,Scotland,435,234880,,,,,,,2,7707,140.99890230515916,464,,26.0,,1.0,,27.0,437.0
2021-05-30,S92000003,Scotland,486,235366,,,,,,,1,7708,141.01719721917308,526,,22.0,,1.0,,21.0,505.0
2021-05-31,S92000003,Scotland,601,235967,,,,,,,0,7708,141.01719721917308,676,,25.0,,0.0,,35.0,641.0
2021-06-01,S92000003,Scotland,773,236740,,,,,,,0,7708,141.01719721917308,867,,31.0,,4.0,,46.0,821.0
2021-06-02,S92000003,Scotland,959,237699,,,,,,,1,7709,141.03549213318698,1017,,24.0,,2.0,,44.0,973.0
2021-06-03,S92000003,Scotland,949,238648,,,,,,,2,7711,141.07208196121476,1024,,36.0,,0.0,,65.0,959.0
2021-06-04,S92000003,Scotland,822,239470,,,,,,,1,7712,141.09037687522869,889,,24.0,,1.0,,42.0,847.0
2021-06-05,S92000003,Scotland,606,240076,,,,,,,0,7712,141.09037687522869,652,,22.0,,2.0,,23.0,629.0
2021-06-06,S92000003,Scotland,677,240753,,,,,,,1,7713,141.10867178924258,726,,30.0,,2.0,,35.0,691.0
2021-06-07,S92000003,Scotland,953,241706,,,,,,,1,7714,141.1269667032565,1021,,29.0,,4.0,,44.0,977.0
2021-06-08,S92000003,Scotland,1026,242732,,,,,,,0,7714,141.1269667032565,1104,,24.0,,1.0,,48.0,1056.0
2021-06-09,S92000003,Scotland,1056,243788,,,,,,,2,7716,141.1635565312843,1118,,31.0,,0.0,,49.0,1069.0
2021-06-10,S92000003,Scotland,1040,244828,,,,,,,2,7718,141.2001463593121,1136,,33.0,,2.0,,46.0,1090.0
2021-06-11,S92000003,Scotland,865,245693,,,,,,,0,7718,141.2001463593121,959,,25.0,,3.0,,43.0,916.0
2021-06-12,S92000003,Scotland,706,246399,,,,,,,0,7718,141.2001463593121,765,,34.0,,1.0,,36.0,729.0
2021-06-13,S92000003,Scotland,855,247254,,,,,,,3,7721,141.25503110135384,919,,25.0,,2.0,,36.0,883.0
2021-06-14,S92000003,Scotland,1130,248384,,,,,,,1,7722,141.27332601536773,1220,,41.0,,1.0,,63.0,1157.0
2021-06-15,S92000003,Scotland,1279,249663,,,,,,,6,7728,141.38309549945114,1366,,34.0,,2.0,,68.0,1298.0
2021-06-16,S92000003,Scotland,1265,250928,,,,,,,1,7729,141.40139041346507,1352,,43.0,,0.0,,73.0,1279.0
2021-06-17,S92000003,Scotland,1164,252092,,,,,,,1,7730,141.41968532747896,1249,,26.0,,1.0,,64.0,1185.0
2021-06-18,S92000003,Scotland,1231,253323,,,,,,,2,7732,141.45627515550677,1323,,47.0,,4.0,,76.0,1247.0
2021-06-19,S92000003,Scotland,997,254320,,,,,,,2,7734,141.49286498353456,1082,,29.0,,1.0,,39.0,1043.0
2021-06-20,S92000003,Scotland,1548,255868,,,,,,,3,7737,141.5477497255763,1647,,31.0,,1.0,,50.0,1597.0
2021-06-21,S92000003,Scotland,3019,258887,,,,,,,2,7739,141.58433955360408,3163,,37.0,,5.0,,93.0,3070.0
2021-06-22,S92000003,Scotland,3243,262130,,,,,,,4,7743,141.6575192096597,3405,,48.0,,0.0,,109.0,3296.0
2021-06-23,S92000003,Scotland,2891,265021,,,,,,,1,7744,141.67581412367363,3074,,55.0,,1.0,,119.0,2955.0
2021-06-24,S92000003,Scotland,2947,267968,,,,,,,2,7746,141.71240395170142,3098,,51.0,,1.0,,123.0,2975.0
2021-06-25,S92000003,Scotland,2619,270587,,,,,,,1,7747,141.7306988657153,2809,,45.0,,2.0,,90.0,2719.0
2021-06-26,S92000003,Scotland,2292,272879,,,,,,,8,7755,141.87705817782657,2441,,31.0,,0.0,,89.0,2352.0
2021-06-27,S92000003,Scotland,2511,275390,,,,,,,3,7758,141.93194291986828,2628,,37.0,,3.0,,76.0,2552.0
2021-06-28,S92000003,Scotland,3922,279312,,,,,,,3,7761,141.98682766190998,4145,,64.0,,2.0,,161.0,3984.0
2021-06-29,S92000003,Scotland,3873,283185,,,,,,,3,7764,142.0417124039517,4098,,68.0,,0.0,,149.0,3949.0
2021-06-30,S92000003,Scotland,3907,287092,,,,,,,1,7765,142.0600073179656,4160,,70.0,,3.0,,159.0,4001.0
2021-07-01,S92000003,Scotland,3429,290521,,,,,,,2,7767,142.09659714599343,3672,,63.0,,6.0,,150.0,3522.0
2021-07-02,S92000003,Scotland,3079,293600,,,,,,,2,7769,142.1331869740212,3334,,70.0,,3.0,,167.0,3167.0
2021-07-03,S92000003,Scotland,2509,296109,,,,,,,4,7773,142.20636663007684,2714,,56.0,,5.0,,106.0,2608.0
2021-07-04,S92000003,Scotland,2407,298516,,,,,,,6,7779,142.31613611416026,2576,,68.0,,4.0,,129.0,2447.0
2021-07-05,S92000003,Scotland,3378,301894,,,,,,,5,7784,142.40761068422978,3687,,83.0,,9.0,,186.0,3501.0
2021-07-06,S92000003,Scotland,3091,304985,,,,,,,13,7797,142.64544456641053,3378,,103.0,,2.0,,205.0,3173.0
2021-07-07,S92000003,Scotland,2896,307881,,,,,,,5,7802,142.73691913648008,3221,,89.0,,8.0,,193.0,3028.0
2021-07-08,S92000003,Scotland,2729,310610,,,,,,,12,7814,142.9564581046469,3017,,103.0,,7.0,,186.0,2831.0
2021-07-09,S92000003,Scotland,2382,312992,,,,,,,7,7821,143.08452250274425,2678,,84.0,,5.0,,173.0,2505.0
2021-07-10,S92000003,Scotland,1812,314804,,,,,,,7,7828,143.21258690084156,2017,,83.0,,5.0,,116.0,1901.0
2021-07-11,S92000003,Scotland,1881,316685,,,,,,,6,7834,143.32235638492497,2068,,73.0,,5.0,,138.0,1930.0
2021-07-12,S92000003,Scotland,2577,319262,,,,,,,7,7841,143.4504207830223,2883,,102.0,,7.0,,197.0,2686.0
2021-07-13,S92000003,Scotland,2444,321706,,,,,,,10,7851,143.63336992316135,2712,,105.0,,7.0,,258.0,2454.0
2021-07-14,S92000003,Scotland,2194,323900,,,,,,,8,7859,143.7797292352726,2475,,79.0,,4.0,,184.0,2291.0
2021-07-15,S92000003,Scotland,1963,325863,,,,,,,7,7866,143.90779363336992,2221,,79.0,,7.0,,190.0,2031.0
2021-07-16,S92000003,Scotland,1749,327612,,,,,,,5,7871,143.99926820343944,1955,,68.0,,8.0,,135.0,1820.0
2021-07-17,S92000003,Scotland,1400,329012,,,,,,,7,7878,144.12733260153678,1578,,50.0,,6.0,,101.0,1477.0
2021-07-18,S92000003,Scotland,1385,330397,,,,,,,8,7886,144.273691913648,1547,,68.0,,6.0,,107.0,1440.0
2021-07-19,S92000003,Scotland,1908,332305,,,,,,,9,7895,144.43834613977316,2147,,80.0,,5.0,,175.0,1972.0
2021-07-20,S92000003,Scotland,1598,333903,,,,,,,6,7901,144.54811562385655,1799,,70.0,,9.0,,160.0,1639.0
2021-07-21,S92000003,Scotland,1573,335476,,,,,,,8,7909,144.6944749359678,1739,,75.0,,6.0,,140.0,1599.0
2021-07-22,S92000003,Scotland,1378,336854,,,,,,,9,7918,144.85912916209293,1551,,60.0,,10.0,,130.0,1421.0
2021-07-23,S92000003,Scotland,1277,338131,,,,,,,7,7925,144.98719356019026,1437,,64.0,,6.0,,115.0,1322.0
2021-07-24,S92000003,Scotland,954,339085,,,,,,,3,7928,145.04207830223197,1064,,44.0,,7.0,,81.0,983.0
2021-07-25,S92000003,Scotland,942,340027,,,,,,,5,7933,145.1335528723015,1035,,53.0,,6.0,,98.0,937.0
